en_query,cs_query
What time is it supposed to rain this evening ?,aj shaam ko kitne bajhe barish hone waali hai
set my alarm for 11 am on saturday,Saturday subah 11 bajhe ke liye alarm set kariye
What was last week ' s average temperature,Last week ka average temperature kya tha
Any good concerts tonight,kya aj koi ache concerts hai
Ask Laura if I forgot my sweater at her house,Laura se puchiye agar mai meri sweater uske ghar mein bhulgaya hoon
what time will it rain today,aaj kitne baje baarish hogi
Ask Jordan to come over on my birthday,Jordan ko puchiye to come over on my birthday
Make an alarm for Saturday at 3,Saturday 3 bajhe ke liye alarm banao
I want an alarm on June 6 please .,please June 6 ko mujhe ek alarm chahiye .
Will it rain in Flagstaff today ?,Kya aaj Flagstaff me baarish hogi ?
Is there a timer already going ?,kya koi timer pehle se chalraha hai ?
What ' s the weather like Granada Hills,Granada Hills mei weather kaisa hai
Play top Rock Chart,Top Rock chart ko play kare
Alarm set for every morning at 6 am,Har subah 6 baje ke liye alarm set kare
Can you remind me I am due for a tetanus shot on decmeber,kya aap mujhe yaad dila sakte hai ki december me mujhe ek tetanus shot lena baaki hai
Create list of favorite songs .,Favorite songs ki list banaye .
Pause music,Music ko pause kare
Set a reminder for Fred to pick up dog food tonight .,Aj Fred ke liye dog food pick karne ke liye reminder set kare
Message the Facebook thread and say I can ' t wait to see The Equalizer 2,Facebook thread ko message kare aur kahe ki I can ' t wait to see The Equalizer 2
put the song on hold,song ko hold par rakho
Is Traffic busy in Phoenix Arizona right now,kya Phoenix Arizona mein is waqt Traffic zada hai
which way is toll free to the city,City ke liye kaun sa raasta toll free hai
on saturday the 28th remind me about brewsters,Saturday ko 28th par muje brewsters ke baarey me remind karaye
Is there any flooding on the highway from the rain last night ?,kya kal raat ki barish se highway par koi baad aai hai
Is there a hurricane developing near Florida,Florida ke paas koi toofaan ban raha hai
I want to see a concert near me tomorrow,Me kal mere aas paas ke concerts dekhna chahta hu
How warm is it outside right now ?,Abhi baahar kitni garmi hai ?
Are the roads icy this evening ?,kya aj shaam roads barfeeley hai
Add 15 minutes to that alarm,Us alarm me 15 minutes ko add kijiye
Let ' s check out who messaged me .,aaiye dekhte hai mujhe kisne message kia
set one timer for Dia and one for Aashna,ek timer Dia ke liye set karo aur ek Aashna ke liye
Is there rain in the forecast for Seattle on Monday afternoon ?,Kya Seattle ke forecast me monday afternoon ke liye baarish he ?
Cancel all alarms,sabhi alarms cancel kardo
Remind me that I need more time,Mujhe yaad dilaayen ki mujhe aur waqt chahiye
Will I get wet in the rain this afternoon ?,Is dopahar ko kya mai baarish me bheeg jaonga ?
how many hours is a flight to toronto from new york,New York se toronto tak flight kitne ghante ki he
Please tell me the traffic going to New York,please mujhe New York jaane wale traffic ke baare me batayen
What ' s the traffic from Sweetwater to Lenoir City like,Sweetwater se Lenoir City tak ka traffic kaisa hai
what times do i have an alarm set for,Mere pass kitne baje ke liye alarm set he
is it snowing outside,Kya bahar snowing ho rahi he
I am baking some good chocolate chip cookies and I want you to set the timer for 25 minutes .,Me kuch achii chocolate chip cookies baking kar raha hu toh me chahta hu ki aap 25 minutes ke liye timer set kare .
Is it raining at Disney World right now,Kya Disney World me abhi baarish horahi hai ?
Set my alarm for 8 am,mere alarm ko subah 8 bajhe ke liye set kare
How much rain is expected this week ?,Is haftey kitni barish expected hai ?
Text Ashley cancel the plans tomorrow,Ashley ko text karo ki kal ke plans cancel kardo
How long will it take me to get to Congonhas Airport from here if I leave now ?,agar mai abhi ghar se nikalta hoon toh mujhe yaha se Congonhas Airport pahuchne mein kitna time lagega ?
Remind me to wake up early on August 5th,Muje August 5th ko jaldi uthne ke liye remind karaye
set up a new alarm for Monday at 3 pm,Monday 3 pm ke liye ek naye alarm ko set karen
Don ' t play this song again,ye song ko dubaara mat bajao
Repeat an alarm for every Wednesday at 5 pm,har Wednesday sham 5 bajhe ke liye alarm repeat kare
How long before the interstate will re - open,interstate firse kab tak khulega
have an alarm go off at 2 pm and 4 pm,dopahar 2 bajhe aur sham 4 bajhe ke liye alarm band kar de
delete my alarm for 4 : 30 pm,4:30 pm ka mera alarm delete kare
message Paul that go to sleep .,Paul ko message karo ki go to sleep .
Pause timer,timer ko pause kare
Display weather in helsinki .,helsinki ka mausam dikhayen
"what is the new Lady Gaga song , will you please play it ?","Lady Gaga ka naya gaana kaunsa hai , kya ap play karenge please ?"
Message mom and let her know there is a 2 hour delay on I - 40,mom ko message karo aur batao ki I - 40 par 2 ghanton ka delay hoga
Reset alarm for 30 minutes,alarm ko 30 minutes ke liye reset kare
What is fun for a family of five to do on Sunday,paanch logo ke family ke liye sunday ko kya karna mazedaar hai
Get rid of my reminder to vacuum the carpet upstairs today .,Aaj hee upar ke carpet ko vaccum karne ke liye mere reminder se chhutkaara paayen
Set the alarm for 4 : 10 am,4:10 am ka alarm set kare
reset my alarm for 7 pm everyday,Mere alarm ko har roz 7 pm ke liye reset kare
"Tell Chris I ' m running a few minutes late , but should be in Portland by 10 .","Chris ko boliye ki I ' m running a few minutes late , magar Portland mein 10 bajhe tak pahuch jaunga"
things to do today,Aaj karne ke liye cheeze
Are there any good concerts in Tuscaloosa this weekend,Is weekend kya Tuscaloosa me koi ache concerts hai
Where are traffic back - ups the worst,sabse kharab traffic back - ups kaha hai
cancel my reminder for 12 pm 31st dec 2017,mere 31st dec 2017 ke 12 pm ke reminder ko cancel karein
Please remind me to send all my English assignments by 8 : 00 PM Tuesday .,Please mujhe tuesday 8:00 PM tak mere saare English assignments bhejne ke liye yaad dilayen .
Is it cold,kya thanda he
Show me any reminders that I have regarding gardening,Mere saare gardening ke reminders muje dikhaye
set a timer for 15 mins of running,running ke liye 15 minutes ka timer set kare
play that album again,Wo album ko phir se bajao
movie premiers in LA this weekend,Is weekend LA me movie premiers he
Tell Rodger that Jamie will be to pick them up Friday night at 7,Rodger ko ye bolen ki Jamie will be to pick them up Friday night at 7
Create an alarm on Sunday for 1 pm for two weeks .,Sunday ko 1 pm ka alarm banaye for two weeks .
"Set two alarms at 3 pm , one today and one tomorrow .","3 pm ko do alarms set karen , ek aaj aur ek kal ."
how hot is it today,aj kitni garmi hai
Remind me to pay my bill a week before the 15th,15th se ek week pehle muje mere bill pay karne ke liye remind karaye
When is hurricane season,toofaan ka season kab hai
anything fun happening this weekend please,kya is weekend kuch mazedaar hone wala hai please
Play music,music bajao
What kind of weather will we get at 6 am ?,subah 6 bajhe mausam kis tarah ka hone wala hai
What ' s the weather doing this afternoon .,Is dopahar ko mausam kaisa hai
"Festival of Lights at the Hamburg Fairgrounds , dates and times",Hamburg Fairgrounds me Festival of Lights ke dates and times
can i have the forecast for Thursday,Kya muje thursday ke liye forecast mil sakta he
Skip to the last song .,Last song tak skip kare
remind me that friday is my day to take out the trash,Muje remind karaye ki friday is my day to take out the trash
What Christmas movies are showing tonight,aj raa t kaunse Christmas movies dikha rahe hai
Please play Led Zeppelin .,Please Led Zeppelin play kijiye .
remind me to get orange juice,Muje remind karaye to get orange juice
I want to listen to Journey ' s last album .,Mujhe Journey ka last album sunna hai .
What are the toll roads like right now,abhi toll roads kaise hai
Go back to the beginning of this song .,is song ke beginning me vapis jaiye .
Text my daughter and tell her to wash the dishes,Meri beti ko message karo aur bolo ki bartan saaf karo
are the roads clear,kya roads saaf hai
What ' s going on in Raleigh next week,Raleigh me next week kya ho raha he
schedule a 6 am alarm call for tomorrow,Subah 6 baje ke alarm call ko kal ke liye schedule kare
Can I have an alarm for Friday July 20,Kya me friday July 20 ke liye alarm laga sakta hu
set wake up time in 20 minutes,20 minutes me jagane ke liye time ko set kijiye
Can you tell me the 5 - day forecast ?,kya ap mujhe 5 - day forecast bolinge
What ' s going on for December,December ke liye kya chal raha hai
Tell me the weather now thanks,Mujhe abhi mausam batao thanks
set an alarm for 30 minutes from now,Abhi se 30 minutes ke liye ek alarm set karen
add 5 more minutes to timer,Timer me aur 5 minutes ko add kare
set timer for 30 mins,timer ko 30 mins ke liye set kare
Add another minute to the timer,Timer me ek aur minute ko add kare
message kaeleigh that the pet adoption event is on Sunday at petsmart from 1 - 3,kaeleigh ko message karo ki the pet adoption event is on Sunday at petsmart from 1 - 3
Show me the detail for my Thursday dinner reminder,Muje mere Thursday ke dinner reminder ke liye detail dikhaiye
Remind me of my doctors appointment at 10 : 15 Wednesday,mujhe Wednesday at 10 : 15 mere doctor ke appointment ke liye yaad dilaye
Deep sea fishing near San Diego in October,October me San Diego ke near Deep sea fishing
create a work alarm called meeting,meeting naam ke ek work alarm ko create karo
Has the traffic jam around exit 14 cleared up,Kya exit 14 ke aas paas ka traffic jam clear ho gaya he
"Make an alarm for 7 am on 12th , 13th and 14th May","subah 7 bajhe ke liye 12th , 13th aur 14th May ke liye alarm banaye"
How ' s the traffic driving from Miami to ft lauderdale,Miami se ft lauderdale driving karte samay traffic kaisi hai
Create alarm called ' wake up ' at 6 am tomorrow .,wake up naam se ek alarm banao kal subah 6 bajhe ke liye
snooze alarm please,alarm ko snooze kare please
How much time will detours add to my commute to my mom ' s house if I leave tomorrow morning at 8 am ?,agar mai kal subha 8 am ko nikal jaoon to mere commute se meri mom ke ghar jaane me kitna samay add hoga ?
Remind me to buy mom a birthday present Tuesday at noon,Mujhe Tuesday dopahar ko mom ko ek birthday present khareedne ke liye yaad dilayen
Text to respond the message .,message ko respond karne ke liye text kare
The highest temperature of today ?,aj ka highest temperature kya hai ?
I need to set an every minute on the minute timer,mujhe minute timer par har ek minute set karna chahiye
Do I need a raincoat today ?,Kya aaj mujhe raincoat ki zaroorat hai ?
Please tell me current traffic,please mujhe current traffic bataye
Let me see my reminders,mujhe mere reminders dekhne do
reset my timer,mere timer ko reset kare
Turn off all my alarms,mere saarey alarms off kardo
When can I go see Mana play in Dallas,Mai Dallas me Mana play dekhne kab jaasakta hu
Cancel Friday ' s payday reminder,Friday ke payday reminder ko cancel kijiye
What is the forecast for the next three days ?,agley teen din ka forecast kya hai
"Video message , please",Please video message bheje
Are there any music festivals in Atlanta this summer,Kya Atlanta me is summer par koi music festivals he
Put an alarm on for 6 am,6 am ke liye alarm lagao
create gym alarm,gym ki alarm banao
Set a timer to go off every 90 seconds,har 90 second mei band hone ke liye timer set kare
is traffic heavy today on I 95 north in georgia,kya aj georgia mei I 95 north par traffic zada hai
If I take I - 35 from Norman when will I arrive at the Oklahoma City Thunder game ?,Agar me Norman se I - 35 leta hu to me Oklahoma City Thunder game par kab pohchunga ?
Do you think there will be traffic on the weekend,kya apko lagta hai ki is weekend traffic rahega
Delete wake up alarms on Wednesday,Wednesday ko wake up alarms delete karden
send a message to Jane that tomorrow 's meeting is canceled .,Jane ko ek message karo ki tomorrow 's meeting is canceled .
upcoming hip hop concerts,Aane wale hip hop concerts
What is it like outside ?,baahar kaisa hai
Do we have rain today at 4 : 00 P . M . ?,Kya aaj shaam 4:00 baje baarish hone wali he ?
is it raining in orlando today,Kya aaj orlando me baarish ho rahi he
What music festivals are coming to Portland summer 2018,summer 2018 me Portland me konse music festivals aa rahe he ?
